Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
render,1.06,1.0,1.11,100,5.94,6.54,5.35,0.17,0.19,0.15,1.02,1.13,0.92,24.7,27.17,22.23,render,en,2124,exact,scraped
dns,1.06,1.0,1.11,100,8.7,9.57,7.83,0.59,0.65,0.53,5.14,5.65,4.62,60.24,66.26,54.22,dns,en,2124,exact,scraped
exits,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exits,en,2124,exact,scraped
public,1.06,1.0,1.11,100,0.07,0.07,0.06,0.09,0.1,0.08,0.01,0.01,0.01,1.52,1.67,1.37,public,en,2124,exact,scraped
chinese,1.06,1.0,1.11,100,0.6,0.66,0.54,0.02,0.02,0.02,0.01,0.01,0.01,1.52,1.67,1.37,chinese,en,2124,exact,scraped
earlier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,earlier,en,2124,exact,scraped
framework,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,framework,en,2124,exact,scraped
bit,1.06,1.0,1.11,100,0.61,0.67,0.55,0.02,0.03,0.02,0.01,0.02,0.01,0.76,0.84,0.68,bit,en,2124,exact,scraped
txshare,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,txshare,en,2124,exact,scraped
runs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runs,en,2124,exact,scraped
infrastructure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infrastructure,en,2124,exact,scraped
aws,1.06,1.0,1.11,100,3.35,3.69,3.02,5.07,5.58,4.56,16.99,18.69,15.29,326.67,359.33,294.0,aws,en,2124,exact,scraped
performant,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performant,en,2124,exact,scraped
latent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,latent,en,2124,exact,scraped
structural,1.06,1.0,1.11,100,1.12,1.23,1.0,0.71,0.78,0.63,0.79,0.87,0.71,45.04,49.54,40.53,structural,en,2124,exact,scraped
allowing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allowing,en,2124,exact,scraped
falling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,falling,en,2124,exact,scraped
sized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sized,en,2124,exact,scraped
riders,1.06,1.0,1.11,100,0.81,0.9,0.73,0.04,0.04,0.03,0.03,0.03,0.03,1.52,1.67,1.37,riders,en,2124,exact,scraped
collection,1.06,1.0,1.11,100,0.25,0.28,0.23,0.06,0.07,0.06,0.02,0.02,0.01,1.52,1.67,1.37,collection,en,2124,exact,scraped
releases,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,releases,en,2124,exact,scraped
dynamically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dynamically,en,2124,exact,scraped
fitness,1.06,1.0,1.11,100,2.02,2.22,1.82,1.41,1.55,1.27,2.84,3.13,2.56,105.28,115.81,94.75,fitness,en,2124,exact,scraped
archiving,1.06,1.0,1.11,100,1.0,1.1,0.9,0.07,0.07,0.06,0.07,0.07,0.06,4.56,5.02,4.1,archiving,en,2124,exact,scraped
maintain,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maintain,en,2124,exact,scraped
integrity,1.06,1.0,1.11,100,1.45,1.6,1.31,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.84,0.68,integrity,en,2124,exact,scraped
targets,1.06,1.0,1.11,100,0.44,0.49,0.4,0.26,0.29,0.24,0.12,0.13,0.11,5.7,6.27,5.13,targets,en,2124,exact,scraped
reticulated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reticulated,en,2124,exact,scraped
try,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,try,en,2124,exact,scraped
physics,1.06,1.0,1.11,100,4.04,4.44,3.63,0.9,0.99,0.81,3.63,3.99,3.27,63.47,69.82,57.12,physics,en,2124,exact,scraped
environment,1.06,1.0,1.11,100,1.63,1.79,1.47,0.19,0.21,0.17,0.31,0.34,0.28,20.71,22.78,18.64,environment,en,2124,exact,scraped
thu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thu,en,2124,exact,scraped
detection,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detection,en,2124,exact,scraped
donate,1.06,1.0,1.11,100,4.79,5.26,4.31,0.77,0.84,0.69,3.67,4.04,3.3,63.66,70.03,57.29,donate,en,2124,exact,scraped
app,1.06,1.0,1.11,100,0.48,0.52,0.43,8.78,9.65,7.9,4.18,4.6,3.77,211.89,233.07,190.7,app,en,2124,exact,scraped
movies,1.06,1.0,1.11,100,1.02,1.12,0.92,59.22,65.14,53.3,60.35,66.39,54.32,3297.26,3626.98,2967.53,movies,en,2124,exact,scraped
music,1.06,1.0,1.11,100,0.64,0.71,0.58,9.79,10.77,8.81,6.31,6.94,5.68,297.02,326.72,267.32,music,en,2124,exact,scraped
fiscal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fiscal,en,2124,exact,scraped
encoders,1.06,1.0,1.11,100,2.5,2.75,2.25,0.22,0.24,0.19,0.54,0.59,0.49,13.87,15.26,12.49,encoders,en,2124,exact,scraped
changed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,changed,en,2124,exact,scraped
block,1.06,1.0,1.11,100,0.6,0.66,0.54,0.12,0.14,0.11,0.07,0.08,0.07,1.52,1.67,1.37,block,en,2124,exact,scraped
piece,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,piece,en,2124,exact,scraped
set,1.06,1.0,1.11,100,0.37,0.41,0.33,0.05,0.05,0.04,0.02,0.02,0.02,1.52,1.67,1.37,set,en,2124,exact,scraped
working,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,working,en,2124,exact,scraped
budgets,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,budgets,en,2124,exact,scraped
hintons,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hintons,en,2124,exact,scraped
animals,1.06,1.0,1.11,100,0.57,0.63,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.84,0.68,animals,en,2124,exact,scraped
independent,1.06,1.0,1.11,100,0.15,0.16,0.13,2.04,2.25,1.84,0.3,0.33,0.27,19.95,21.95,17.96,independent,en,2124,exact,scraped
projected,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projected,en,2124,exact,scraped
hall,1.06,1.0,1.11,100,0.41,0.45,0.37,0.12,0.14,0.11,0.05,0.06,0.05,1.71,1.88,1.54,hall,en,2124,exact,scraped
male,1.06,1.0,1.11,100,0.17,0.18,0.15,0.05,0.06,0.05,0.01,0.01,0.01,0.76,0.84,0.68,male,en,2124,exact,scraped
extractor,1.06,1.0,1.11,100,1.03,1.13,0.93,0.13,0.14,0.11,0.13,0.14,0.12,5.7,6.27,5.13,extractor,en,2124,exact,scraped
plays,1.06,1.0,1.11,100,0.46,0.5,0.41,0.33,0.37,0.3,0.15,0.17,0.14,7.98,8.78,7.18,plays,en,2124,exact,scraped
interns,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interns,en,2124,exact,scraped
frontiers,1.06,1.0,1.11,100,1.57,1.72,1.41,0.38,0.42,0.35,0.6,0.66,0.54,8.74,9.62,7.87,frontiers,en,2124,exact,scraped
conference,1.06,1.0,1.11,100,0.3,0.33,0.27,0.02,0.02,0.02,0.01,0.01,0.01,0.76,0.84,0.68,conference,en,2124,exact,scraped
ragcp,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ragcp,en,2124,exact,scraped
stuff,1.06,1.0,1.11,100,0.34,0.37,0.3,1.29,1.42,1.16,0.43,0.48,0.39,25.27,27.8,22.75,stuff,en,2124,exact,scraped
generalized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generalized,en,2124,exact,scraped
locations,1.06,1.0,1.11,100,0.22,0.24,0.19,0.09,0.1,0.08,0.02,0.02,0.02,2.28,2.51,2.05,locations,en,2124,exact,scraped
instance,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instance,en,2124,exact,scraped
type,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,type,en,2124,exact,scraped
nice,1.06,1.0,1.11,100,0.34,0.37,0.3,0.11,0.12,0.1,0.04,0.04,0.03,3.23,3.55,2.91,nice,en,2124,exact,scraped
pay,1.06,1.0,1.11,100,0.31,0.35,0.28,0.02,0.03,0.02,0.01,0.01,0.01,0.76,0.84,0.68,pay,en,2124,exact,scraped
patterns,1.06,1.0,1.11,100,0.39,0.43,0.35,0.2,0.22,0.18,0.08,0.08,0.07,3.23,3.55,2.91,patterns,en,2124,exact,scraped
apis,1.06,1.0,1.11,100,2.46,2.71,2.22,0.69,0.76,0.62,1.71,1.88,1.54,107.75,118.52,96.97,apis,en,2124,exact,scraped
email,1.06,1.0,1.11,100,0.62,0.68,0.56,22.08,24.28,19.87,13.65,15.01,12.28,323.44,355.78,291.09,email,en,2124,exact,scraped
notifications,1.06,1.0,1.11,100,0.24,0.26,0.22,0.41,0.45,0.37,0.1,0.11,0.09,7.98,8.78,7.18,notifications,en,2124,exact,scraped
applications,1.06,1.0,1.11,100,1.8,1.98,1.62,1.16,1.27,1.04,2.08,2.29,1.87,34.4,37.84,30.96,applications,en,2124,exact,scraped
irobot,1.06,1.0,1.12,100,31.9,35.09,28.71,13.61,14.97,12.25,434.16,477.57,390.74,307.66,338.43,276.9,irobot,en,2124,exact,scraped
quoc,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quoc,en,2124,exact,scraped
software,1.06,1.0,1.11,100,5.09,5.6,4.58,0.88,0.96,0.79,4.46,4.9,4.01,76.58,84.24,68.92,software,en,2124,exact,scraped
engineer,1.06,1.0,1.11,100,2.24,2.47,2.02,0.12,0.13,0.11,0.27,0.3,0.24,18.81,20.69,16.93,engineer,en,2124,exact,scraped
cinephile,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cinephile,en,2124,exact,scraped
bibliophile,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bibliophile,en,2124,exact,scraped
foodie,1.06,1.0,1.11,100,0.59,0.65,0.53,0.17,0.19,0.16,0.1,0.11,0.09,3.99,4.39,3.59,foodie,en,2124,exact,scraped
violate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,violate,en,2124,exact,scraped
distributable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distributable,en,2124,exact,scraped
reasons,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reasons,en,2124,exact,scraped
download,1.06,1.0,1.11,100,0.25,0.27,0.22,1.92,2.11,1.73,0.48,0.52,0.43,25.65,28.22,23.09,download,en,2124,exact,scraped
launches,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,launches,en,2124,exact,scraped
finals,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finals,en,2124,exact,scraped
topics,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topics,en,2124,exact,scraped
trending,1.06,1.0,1.11,100,0.32,0.36,0.29,1.37,1.51,1.23,0.45,0.49,0.4,28.31,31.15,25.48,trending,en,2124,exact,scraped
collections,1.06,1.0,1.11,100,6.72,7.39,6.05,0.32,0.35,0.28,2.13,2.34,1.91,5.51,6.06,4.96,collections,en,2124,exact,scraped
test,1.06,1.0,1.11,100,0.67,0.74,0.6,0.78,0.86,0.7,0.52,0.58,0.47,27.17,29.89,24.46,test,en,2124,exact,scraped
explaining,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,explaining,en,2124,exact,scraped
score,1.06,1.0,1.11,100,5.0,5.5,4.5,0.0,0.0,0.0,0.02,0.02,0.02,0.76,0.84,0.68,score,en,2124,exact,scraped
determined,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,determined,en,2124,exact,scraped
player,1.06,1.0,1.11,100,0.25,0.27,0.22,0.19,0.21,0.17,0.05,0.05,0.04,2.28,2.51,2.05,player,en,2124,exact,scraped
holiday,1.06,1.0,1.11,100,0.84,0.92,0.76,1.57,1.72,1.41,1.31,1.45,1.18,103.19,113.51,92.87,holiday,en,2124,exact,scraped
enforce,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enforce,en,2124,exact,scraped
guide,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,guide,en,2124,exact,scraped
designing,1.06,1.0,1.11,100,0.74,0.81,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.84,0.68,designing,en,2124,exact,scraped
input,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,input,en,2124,exact,scraped
output,1.06,1.0,1.11,100,13.27,14.6,11.94,4.67,5.14,4.2,61.95,68.14,55.75,61.38,67.52,55.24,output,en,2124,exact,scraped
pipelines,1.06,1.0,1.11,100,0.4,0.44,0.36,0.03,0.03,0.02,0.01,0.01,0.01,0.76,0.84,0.68,pipelines,en,2124,exact,scraped
nosso,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nosso,en,2124,exact,scraped
computadores,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computadores,en,2124,exact,scraped
selectively,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selectively,en,2124,exact,scraped
philadelphia,1.06,1.0,1.11,100,0.33,0.36,0.29,0.53,0.59,0.48,0.17,0.19,0.16,8.74,9.62,7.87,philadelphia,en,2124,exact,scraped
agreement,1.06,1.0,1.11,100,0.43,0.48,0.39,0.46,0.51,0.42,0.2,0.22,0.18,9.5,10.45,8.55,agreement,en,2124,exact,scraped
dcrit,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dcrit,en,2124,exact,scraped
announcement,1.06,1.0,1.11,100,0.74,0.81,0.66,0.02,0.02,0.02,0.02,0.02,0.01,0.76,0.84,0.68,announcement,en,2124,exact,scraped
implementation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implementation,en,2124,exact,scraped
references,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,references,en,2124,exact,scraped
programming,1.06,1.0,1.11,100,0.99,1.09,0.89,0.11,0.12,0.1,0.11,0.12,0.1,3.99,4.39,3.59,programming,en,2124,exact,scraped
size,1.06,1.0,1.11,100,0.41,0.45,0.37,0.85,0.93,0.76,0.34,0.38,0.31,16.15,17.77,14.54,size,en,2124,exact,scraped
derivatives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,derivatives,en,2124,exact,scraped
starts,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,starts,en,2124,exact,scraped
curve,1.06,1.0,1.11,100,0.61,0.67,0.55,0.03,0.03,0.02,0.02,0.02,0.01,0.76,0.84,0.68,curve,en,2124,exact,scraped
markets,1.06,1.0,1.11,100,2.17,2.39,1.96,0.1,0.1,0.09,0.21,0.23,0.19,4.75,5.23,4.28,markets,en,2124,exact,scraped
old,1.06,1.0,1.11,100,0.28,0.31,0.26,0.03,0.03,0.02,0.01,0.01,0.01,0.76,0.84,0.68,old,en,2124,exact,scraped
labels,1.06,1.0,1.11,100,2.52,2.78,2.27,3.37,3.71,3.03,8.51,9.36,7.65,128.27,141.1,115.44,labels,en,2124,exact,scraped
dashboards,1.06,1.0,1.11,100,3.52,3.87,3.16,0.64,0.7,0.57,2.24,2.46,2.01,34.21,37.63,30.79,dashboards,en,2124,exact,scraped
sendo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sendo,en,2124,exact,scraped
apr,1.06,1.0,1.11,100,1.67,1.83,1.5,0.01,0.01,0.01,0.02,0.02,0.02,0.76,0.84,0.68,apr,en,2124,exact,scraped
random,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random,en,2124,exact,scraped
distribution,1.06,1.0,1.11,100,1.63,1.79,1.47,0.14,0.15,0.13,0.23,0.25,0.2,12.54,13.8,11.29,distribution,en,2124,exact,scraped
son,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,son,en,2124,exact,scraped
linking,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,linking,en,2124,exact,scraped
context,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,context,en,2124,exact,scraped
increasing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,increasing,en,2124,exact,scraped
articles,1.06,1.0,1.11,100,0.46,0.5,0.41,0.2,0.22,0.18,0.09,0.1,0.08,3.8,4.18,3.42,articles,en,2124,exact,scraped
submit,1.06,1.0,1.11,100,0.29,0.32,0.26,0.64,0.7,0.57,0.19,0.21,0.17,21.47,23.62,19.33,submit,en,2124,exact,scraped
trade,1.06,1.0,1.11,100,2.69,2.95,2.42,0.18,0.2,0.16,0.48,0.52,0.43,6.27,6.9,5.64,trade,en,2124,exact,scraped
outra,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outra,en,2124,exact,scraped
designated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,designated,en,2124,exact,scraped
job,1.06,1.0,1.11,100,5.36,5.9,4.83,25.17,27.68,22.65,135.02,148.52,121.52,631.48,694.63,568.33,job,en,2124,exact,scraped
storage,1.06,1.0,1.11,100,8.76,9.64,7.88,5.06,5.57,4.56,44.35,48.78,39.91,307.09,337.8,276.38,storage,en,2124,exact,scraped
converting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,converting,en,2124,exact,scraped
improvements,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improvements,en,2124,exact,scraped
effect,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,effect,en,2124,exact,scraped
probabilit,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,probabilit,en,2124,exact,scraped
jenny,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jenny,en,2124,exact,scraped
posts,1.06,1.0,1.11,100,2.28,2.51,2.06,0.05,0.06,0.05,0.12,0.13,0.11,0.76,0.84,0.68,posts,en,2124,exact,scraped
precision,1.06,1.0,1.11,100,0.85,0.93,0.76,0.05,0.05,0.04,0.04,0.05,0.04,1.52,1.67,1.37,precision,en,2124,exact,scraped
printed,1.06,1.0,1.11,100,1.1,1.21,0.99,0.01,0.01,0.01,0.01,0.02,0.01,0.76,0.84,0.68,printed,en,2124,exact,scraped
transactions,1.06,1.0,1.11,100,0.04,0.04,0.04,0.03,0.03,0.02,0.0,0.0,0.0,0.76,0.84,0.68,transactions,en,2124,exact,scraped
attentive,1.06,1.0,1.11,100,0.74,0.82,0.67,0.01,0.01,0.01,0.01,0.01,0.01,1.52,1.67,1.37,attentive,en,2124,exact,scraped
pypy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pypy,en,2124,exact,scraped
comes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comes,en,2124,exact,scraped
popular,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,popular,en,2124,exact,scraped
cpanel,1.06,1.0,1.11,100,4.41,4.85,3.97,0.36,0.4,0.32,1.59,1.75,1.43,13.87,15.26,12.49,cpanel,en,2124,exact,scraped
alternatives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternatives,en,2124,exact,scraped
extensible,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,extensible,en,2124,exact,scraped
occur,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occur,en,2124,exact,scraped
decrease,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,decrease,en,2124,exact,scraped
ones,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ones,en,2124,exact,scraped
chicago,1.06,1.0,1.11,100,0.32,0.36,0.29,3.93,4.32,3.54,1.27,1.4,1.14,113.64,125.0,102.28,chicago,en,2124,exact,scraped
plot,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,plot,en,2124,exact,scraped
builds,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,builds,en,2124,exact,scraped
worked,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worked,en,2124,exact,scraped
advanced,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advanced,en,2124,exact,scraped
committee,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,committee,en,2124,exact,scraped
build,1.06,1.0,1.11,100,3.27,3.59,2.94,0.06,0.07,0.06,0.2,0.22,0.18,1.52,1.67,1.37,build,en,2124,exact,scraped
specifically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,specifically,en,2124,exact,scraped
accelerate,1.06,1.0,1.11,100,0.71,0.79,0.64,0.39,0.43,0.35,0.28,0.31,0.25,16.91,18.6,15.22,accelerate,en,2124,exact,scraped
solve,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,solve,en,2124,exact,scraped
structures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,structures,en,2124,exact,scraped
likely,1.06,1.0,1.11,100,1.15,1.27,1.04,0.05,0.06,0.05,0.06,0.07,0.06,1.52,1.67,1.37,likely,en,2124,exact,scraped
quickly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quickly,en,2124,exact,scraped
designed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,designed,en,2124,exact,scraped
run,1.06,1.0,1.11,100,0.12,0.13,0.1,1.29,1.42,1.16,0.15,0.17,0.14,9.5,10.45,8.55,run,en,2124,exact,scraped
days,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,days,en,2124,exact,scraped
algebraic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algebraic,en,2124,exact,scraped
controlling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,controlling,en,2124,exact,scraped
sunil,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunil,en,2124,exact,scraped
normal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,en,2124,exact,scraped
defines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defines,en,2124,exact,scraped
rewarded,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rewarded,en,2124,exact,scraped
bad,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad,en,2124,exact,scraped
missing,1.06,1.0,1.11,100,0.25,0.27,0.22,0.1,0.11,0.09,0.02,0.03,0.02,2.28,2.51,2.05,missing,en,2124,exact,scraped
plus,1.06,1.0,1.11,100,0.46,0.51,0.41,0.05,0.05,0.04,0.02,0.02,0.02,2.28,2.51,2.05,plus,en,2124,exact,scraped
implements,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implements,en,2124,exact,scraped
posters,1.06,1.0,1.11,100,0.86,0.95,0.77,10.92,12.01,9.83,9.4,10.34,8.46,233.17,256.49,209.85,posters,en,2124,exact,scraped
maths,1.06,1.0,1.11,100,1.41,1.55,1.27,0.65,0.71,0.58,0.91,1.0,0.82,6.27,6.9,5.64,maths,en,2124,exact,scraped
languages,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,languages,en,2124,exact,scraped
documentation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,documentation,en,2124,exact,scraped
documented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,documented,en,2124,exact,scraped
easier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,easier,en,2124,exact,scraped
updates,1.06,1.0,1.11,100,0.26,0.29,0.24,0.18,0.2,0.17,0.05,0.05,0.04,2.28,2.51,2.05,updates,en,2124,exact,scraped
swag,1.06,1.0,1.11,100,1.0,1.1,0.9,1.97,2.17,1.77,1.97,2.17,1.77,101.67,111.83,91.5,swag,en,2124,exact,scraped
maintainer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maintainer,en,2124,exact,scraped
proposing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,proposing,en,2124,exact,scraped
receiving,1.06,1.0,1.11,100,4.18,4.6,3.76,0.19,0.21,0.17,0.8,0.88,0.72,22.23,24.46,20.01,receiving,en,2124,exact,scraped
procedural,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,procedural,en,2124,exact,scraped
landscape,1.06,1.0,1.11,100,2.64,2.9,2.37,0.73,0.8,0.66,1.92,2.11,1.73,60.24,66.26,54.22,landscape,en,2124,exact,scraped
includes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,includes,en,2124,exact,scraped
nlp,1.06,1.0,1.11,100,8.06,8.87,7.25,2.19,2.41,1.97,17.63,19.39,15.87,170.84,187.92,153.76,nlp,en,2124,exact,scraped
squared,1.06,1.0,1.11,100,5.12,5.63,4.61,1.13,1.25,1.02,5.81,6.39,5.23,61.19,67.31,55.07,squared,en,2124,exact,scraped
problems,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,problems,en,2124,exact,scraped
saddle,1.06,1.0,1.11,100,0.38,0.42,0.34,0.15,0.17,0.14,0.06,0.06,0.05,3.04,3.34,2.74,saddle,en,2124,exact,scraped
points,1.06,1.0,1.11,100,17.34,19.08,15.61,1.32,1.46,1.19,22.97,25.27,20.68,34.78,38.25,31.3,points,en,2124,exact,scraped
